Year,Make,Model,Mileage,Price,Drive,Engine,Trim,Exterior_color,Interior_color,Location,Accidents
2017,Acura,TLX,44020,20995.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Red,Unknown,"Ventura, CA",0
2020,Acura,TLX,2464,32500.0,FWD,3.5L V-6,3.5L FWD,White,Beige,"St Louis, MO",0
2017,Acura,TLX,27636,22250.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Unknown,Unknown,"Falls Church, VA",0
2015,Acura,TLX,102000,12258.0,FWD,2.4L Inline-4,FWD with Technology Package,Red,Beige,"Tampa, FL",1
2020,Acura,TLX,4616,26400.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Gray,"Falls Church, VA",0
2017,Acura,TLX,44020,20995.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Red,Unknown,"Ventura, CA",0
2018,Acura,TLX,20897,24498.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Black,Black,"West Palm Beach, FL",1
2019,Acura,TLX,8658,38488.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Advance Package,Black,Unknown,"Westmont, IL",0
2017,Acura,TLX,45922,,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Unknown,Unknown,"Fairfield, OH",0
2016,Acura,TLX,38000,19995.0,FWD,2.4L Inline-4,FWD with Technology Package,Black,Black,"Townsend, DE",1
2017,Acura,TLX,38606,22560.0,FWD,3.5L V-6,V6 FWD with Technology Package,Gray,Gray,"Tempe, AZ",0
2019,Acura,TLX,20258,34415.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,Red,Black,"Fairfield, OH",0
2015,Acura,TLX,50542,11900.0,FWD,2.4L Inline-4,FWD,Unknown,White,"Phoenix, AZ",1
2019,Acura,TLX,11917,31138.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Blue,Red,"Ft. Lauderdale, FL",0
2019,Acura,TLX,9649,32914.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package Red Leather,Red,Red,"Royersford, PA",0
2017,Acura,TLX,26146,,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Black,"Santa Fe, NM",0
2017,Acura,TLX,24625,19995.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Black,"Brooklyn, NY",1
2015,Acura,TLX,36815,16899.0,FWD,3.5L V-6,V6 FWD with Technology Package,Gray,Beige,"Atlanta, GA",0
2020,Acura,TLX,2464,32500.0,FWD,3.5L V-6,3.5L FWD,White,Beige,"St Louis, MO",0
2015,Acura,TLX,123744,11999.0,FWD,3.5L V-6,V6 FWD,Black,Black,"Raleigh, NC",0
2017,Acura,TLX,34753,23991.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Gray,"Chamblee, GA",0
2019,Acura,TLX,10592,28000.0,FWD,3.5L V-6,3.5L FWD,White,Beige,"Royersford, PA",0
2017,Acura,TLX,41951,19190.0,FWD,3.5L V-6,V6 FWD,White,Black,"Plano, TX",0
2020,Acura,TLX,5348,36909.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Black,Black,"Naperville, IL",0
2020,Acura,TLX,7615,38995.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,White,Black,"Brighton, MA",0
2020,Acura,TLX,3649,38995.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Beige,"Hoover, AL",0
2019,Acura,TLX,2868,25395.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,White,Black,"Ogden, UT",1
2017,Acura,TLX,9868,23979.0,FWD,3.5L V-6,V6 FWD with Technology Package,Red,Gray,"Pompano Beach, FL",0
2017,Acura,TLX,14056,17699.0,FWD,2.4L Inline-4,I4 FWD,Silver,Gray,"Fullerton, CA",0
2017,Acura,TLX,42300,16989.0,FWD,2.4L Inline-4,I4 FWD,Blue,Gray,"Freehold, NJ",0
2017,Acura,TLX,33837,20590.0,FWD,3.5L V-6,V6 FWD,Black,Gray,"Temple Hills, MD",0
2019,Acura,TLX,4608,31262.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Silver,Gray,"Arlington, TX",0
2017,Acura,TLX,30220,26991.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,White,Gray,"Chamblee, GA",0
2016,Acura,TLX,36189,19598.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Arlington, TX",0
2020,Acura,TLX,5292,33988.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Gray,Gray,"Durham, NC",0
2017,Acura,TLX,27899,24491.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Unknown,Unknown,"Minneapolis, MN",0
2018,Acura,TLX,23677,27991.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Gray,Gray,"Sarasota, FL",0
2019,Acura,TLX,3369,29995.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Red,Unknown,"Gaithersburg, MD",0
2017,Acura,TLX,51282,18999.0,FWD,3.5L V-6,V6 FWD,Gray,Gray,"East Brunswick, NJ",0
2017,Acura,TLX,59911,18000.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Gray,"Gonzales, LA",0
2017,Acura,TLX,48085,23688.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Black,"Langhorne, PA",0
2015,Acura,TLX,30000,19888.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Gray,Unknown,"Langhorne, PA",0
2015,Acura,TLX,73500,13970.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Unknown,"Fort Worth, TX",1
2018,Acura,TLX,17797,26998.0,FWD,3.5L V-6,3.5L FWD,Red,Unknown,"Palatine, IL",1
2016,Acura,TLX,91523,14712.0,FWD,2.4L Inline-4,FWD with Technology Package,Red,Beige,"Ardmore, PA",0
2019,Acura,TLX,35665,23698.0,FWD,3.5L V-6,3.5L FWD,Gray,Unknown,"Forest Hills, NY",1
2017,Acura,TLX,55356,16495.0,FWD,2.4L Inline-4,I4 FWD,Blue,Black,"Virginia Beach, VA",0
2016,Acura,TLX,39830,19999.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Beige,"Clearwater, FL",0
2016,Acura,TLX,69513,16450.0,FWD,2.4L Inline-4,FWD,Blue,Black,"Smyrna, DE",0
2015,Acura,TLX,53698,16845.0,FWD,2.4L Inline-4,FWD with Technology Package,Maroon,Unknown,"Lakewood, CO",0
2017,Acura,TLX,22439,16499.0,FWD,2.4L Inline-4,I4 FWD,Gray,Gray,"Miami Gardens, FL",1
2018,Acura,TLX,18946,29995.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Red,Black,"Sugar Land, TX",0
2019,Acura,TLX,21798,35370.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,White,Red,"Fairfield, OH",0
2019,Acura,TLX,8546,29802.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,White,Black,"Cockeysville, MD",0
2017,Acura,TLX,26600,18099.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Brown,"West Covina, CA",0
2017,Acura,TLX,45520,22890.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Black,"Orland Park, IL",0
2019,Acura,TLX,4749,29600.0,SH-AWD,3.5L V-6,3.5L SH-AWD,Red,Black,"Falls Church, VA",0
2017,Acura,TLX,17855,18995.0,FWD,2.4L Inline-4,I4 FWD,White,Black,"Charlotte, NC",1
2017,Acura,TLX,21980,17995.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Chicago, IL",0
2016,Acura,TLX,30465,22490.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Black,"Orland Park, IL",0
2017,Acura,TLX,26108,20490.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Temple Hills, MD",0
2020,Acura,TLX,5277,31983.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,White,Black,"Little Rock, AR",0
2017,Acura,TLX,15800,19899.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Raleigh, NC",0
2019,Acura,TLX,8800,36602.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Advance Package,White,Brown,"Rochester, NY",1
2017,Acura,TLX,48085,23688.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Black,"Langhorne, PA",0
2016,Acura,TLX,30465,22490.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Black,"Orland Park, IL",0
2015,Acura,TLX,94252,11995.0,FWD,2.4L Inline-4,FWD,White,Black,"Snellville, GA",1
2017,Acura,TLX,34753,23991.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Gray,"Chamblee, GA",0
2018,Acura,TLX,36212,24444.0,SH-AWD,3.5L V-6,3.5L SH-AWD,White,Beige,"Westford, MA",0
2017,Acura,TLX,30220,26991.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,White,Gray,"Chamblee, GA",0
2019,Acura,TLX,10592,28000.0,FWD,3.5L V-6,3.5L FWD,White,Beige,"Royersford, PA",0
2019,Acura,TLX,4749,29600.0,SH-AWD,3.5L V-6,3.5L SH-AWD,Red,Black,"Falls Church, VA",0
2018,Acura,TLX,2418,28000.0,FWD,3.5L V-6,3.5L FWD,White,Black,"Houston, TX",0
2019,Acura,TLX,3369,29995.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Red,Unknown,"Gaithersburg, MD",0
2017,Acura,TLX,31760,20990.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Blue,Gray,"Colorado Springs, CO",0
2017,Acura,TLX,9868,23979.0,FWD,3.5L V-6,V6 FWD with Technology Package,Red,Gray,"Pompano Beach, FL",0
2017,Acura,TLX,31306,17891.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Rosenberg, TX",1
2019,Acura,TLX,4608,31262.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Silver,Gray,"Arlington, TX",0
2015,Acura,TLX,46767,16499.0,FWD,2.4L Inline-4,FWD,Blue,Unknown,"Montclair, CA",0
2018,Acura,TLX,15084,25896.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Red,Beige,"Carrollton, TX",0
2019,Acura,TLX,21975,28999.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,Silver,Gray,"West Palm Beach, FL",0
2017,Acura,TLX,26108,20490.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Temple Hills, MD",0
2019,Acura,TLX,35665,23698.0,FWD,3.5L V-6,3.5L FWD,Gray,Unknown,"Forest Hills, NY",1
2015,Acura,TLX,38912,17899.0,FWD,2.4L Inline-4,FWD with Technology Package,Black,Unknown,"Devon, PA",0
2017,Acura,TLX,21871,19990.0,FWD,2.4L Inline-4,I4 FWD,Red,Beige,"Chicopee, MA",0
2015,Acura,TLX,60829,14900.0,FWD,3.5L V-6,V6 FWD with Technology Package,Gray,Black,"Plano, TX",0
2015,Acura,TLX,31833,19498.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Black,"Salt Lake City, UT",1
2017,Acura,TLX,28894,18950.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Temple Hills, MD",1
2017,Acura,TLX,55742,16988.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Unknown,Unknown,"Patchogue, NY",0
2016,Acura,TLX,36189,19598.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Arlington, TX",0
2015,Acura,TLX,43327,17995.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Black,"Arlington, TX",0
2019,Acura,TLX,7307,34484.0,FWD,3.5L V-6,3.5L FWD with Advance Package,Black,Unknown,"Cerritos, CA",0
2019,Acura,TLX,15303,36591.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Advance Package,White,Black,"Marietta, GA",0
2020,Acura,TLX,7513,29995.0,FWD,2.4L Inline-4,2.4L FWD,Black,Black,"Metairie, LA",0
2017,Acura,TLX,30043,19998.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Black,"Garden Grove, CA",0
2020,Acura,TLX,4372,31883.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Unknown,"Ocala, FL",0
2017,Acura,TLX,60976,21995.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Unknown,"Naugatuck, CT",0
2015,Acura,TLX,83565,14998.0,FWD,2.4L Inline-4,FWD,Blue,Unknown,"Lancaster, CA",0
2017,Acura,TLX,29079,19495.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Brown,"Portland, OR",1
2017,Acura,TLX,38854,17995.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Westampton, NJ",0
2019,Acura,TLX,15303,36591.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Advance Package,White,Black,"Marietta, GA",0
2020,Acura,TLX,2347,29999.0,FWD,3.5L V-6,3.5L FWD,White,Black,"Morton Grove, IL",0
2017,Acura,TLX,31327,22988.0,FWD,3.5L V-6,V6 FWD with Technology Package,Blue,Gray,"Austin, TX",0
2020,Acura,TLX,4125,37195.0,FWD,3.5L V-6,3.5L FWD,Gray,Gray,"Phoenix, AZ",0
2017,Acura,TLX,29511,22950.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Black,"Millersville, MD",0
2019,Acura,TLX,20337,29700.0,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package Red Leather,Gray,Red,"Wayne, NJ",0
2017,Acura,TLX,31306,17891.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"Rosenberg, TX",1
2017,Acura,TLX,28276,21498.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Black,Black,"West Palm Beach, FL",1
2019,Acura,TLX,5657,35500.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package Red Leather,Red,Red,"Tustin, CA",0
2015,Acura,TLX,54434,17995.0,FWD,2.4L Inline-4,FWD with Technology Package,Black,Black,"Baltimore, MD",0
2020,Acura,TLX,3791,28450.0,FWD,2.4L Inline-4,2.4L FWD,Red,Black,"St. Louis, MO",0
2017,Acura,TLX,27987,20788.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Langhorne, PA",0
2019,Acura,TLX,11169,22989.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Black,"Gilbert, AZ",1
2018,Acura,TLX,15084,25896.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Red,Beige,"Carrollton, TX",0
2017,Acura,TLX,21871,19990.0,FWD,2.4L Inline-4,I4 FWD,Red,Beige,"Chicopee, MA",0
2017,Acura,TLX,28894,18950.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Temple Hills, MD",1
2018,Acura,TLX,30943,26271.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Gray,"Tempe, AZ",0
2018,Acura,TLX,16215,24977.0,FWD,3.5L V-6,3.5L FWD,Black,Black,"Tempe, AZ",0
2016,Acura,TLX,59185,16500.0,FWD,2.4L Inline-4,FWD,White,Beige,"Elgin, IL",1
2019,Acura,TLX,9001,29362.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Silver,Gray,"Cockeysville, MD",0
2017,Acura,TLX,26536,22298.0,FWD,3.5L V-6,V6 FWD with Advance Package,Black,Beige,"Doral, FL",1
2016,Acura,TLX,14013,22495.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,White,Brown,"Bountiful, UT",0
2020,Acura,TLX,23,38859.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,White,Black,"Arlington, TX",0
2018,Acura,TLX,16593,23895.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Blue,Black,"Verona, NJ",0
2017,Acura,TLX,32902,24000.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Silver,Black,"Verona, NJ",0
2016,Acura,TLX,40231,18695.0,FWD,3.5L V-6,V6 FWD,Silver,Gray,"Verona, NJ",0
2017,Acura,TLX,36653,18895.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Silver,Gray,"Verona, NJ",0
2017,Acura,TLX,58341,17490.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Unknown,"Lumberton, NJ",0
2015,Acura,TLX,45068,16490.0,FWD,2.4L Inline-4,FWD with Technology Package,Silver,Gray,"Lumberton, NJ",0
2017,Acura,TLX,65980,16985.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Black,"Paterson, NJ",0
2017,Acura,TLX,18339,20495.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Black,"Nanuet, NY",0
2018,Acura,TLX,41388,25894.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Black,Black,"Hillside, NJ",0
2016,Acura,TLX,31637,17695.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Paramus, NJ",0
2017,Acura,TLX,27384,18295.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Red,Beige,"Paramus, NJ",0
2017,Acura,TLX,34766,16495.0,FWD,2.4L Inline-4,I4 FWD,Red,Unknown,"Colonia, NJ",1
2019,Acura,TLX,18954,21995.0,FWD,2.4L Inline-4,2.4L FWD,Gray,Black,"Colonia, NJ",0
2017,Acura,TLX,37046,16995.0,FWD,2.4L Inline-4,I4 FWD,White,Gray,"Colonia, NJ",1
2017,Acura,TLX,31538,16995.0,FWD,2.4L Inline-4,I4 FWD,White,Gray,"Colonia, NJ",0
2017,Acura,TLX,25096,18995.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Red,Black,"West Nyack, NY",0
2017,Acura,TLX,51010,16881.0,FWD,3.5L V-6,V6 FWD with Technology Package,Blue,Gray,"Avenel, NJ",1
2019,Acura,TLX,15833,26991.0,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package Red Leather,Black,Red,"Avenel, NJ",0
2017,Acura,TLX,31422,16661.0,FWD,2.4L Inline-4,I4 FWD,Black,Brown,"Avenel, NJ",0
2018,Acura,TLX,39336,24881.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Gray,Black,"Avenel, NJ",1
2017,Acura,TLX,15072,18881.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Brown,"Avenel, NJ",0
2017,Acura,TLX,18177,23588.0,FWD,3.5L V-6,V6 FWD with Technology Package,Red,Unknown,"Rochelle Park, NJ",0
2017,Acura,TLX,16606,20880.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Beige,"Rochelle Park, NJ",0
2020,Acura,TLX,3502,32999.0,FWD,2.4L Inline-4,2.4L FWD,White,Unknown,"Rochelle Park, NJ",0
2017,Acura,TLX,28175,20188.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Brown,"Rochelle Park, NJ",0
2018,Acura,TLX,35037,23000.0,FWD,3.5L V-6,3.5L FWD,Black,Unknown,"Rochelle Park, NJ",0
2018,Acura,TLX,40185,26740.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,Black,Brown,"Rochelle Park, NJ",0
2017,Acura,TLX,25609,16900.0,FWD,2.4L Inline-4,I4 FWD,Unknown,Gray,"Rahway, NJ",1
2017,Acura,TLX,46728,16250.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Black,Black,"Avenel, NJ",0
2017,Acura,TLX,47475,19450.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,White,Black,"Avenel, NJ",1
2017,Acura,TLX,54266,18960.0,FWD,3.5L V-6,V6 FWD,Gray,Unknown,"South Burlington, VT",0
2017,Acura,TLX,30526,18490.0,FWD,2.4L Inline-4,I4 FWD,Blue,Black,"Laurel, MD",0
2019,Acura,TLX,7677,22995.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,White,Brown,"Sacramento, CA",0
2020,Acura,TLX,1580,30899.0,FWD,3.5L V-6,3.5L FWD,White,Beige,"Morton Grove, IL",0
2017,Acura,TLX,46902,17500.0,FWD,2.4L Inline-4,I4 FWD,White,Black,"Gonzales, LA",0
2017,Acura,TLX,48204,21499.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Black,"Branford, CT",1
2019,Acura,TLX,5485,34990.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Red,Black,"Orland Park, IL",0
2020,Acura,TLX,5231,37995.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Beige,"Brentwood, TN",0
2015,Acura,TLX,27438,12999.0,FWD,3.5L V-6,V6 FWD with Technology Package,Gray,Black,"Spring Valley, CA",1
2018,Acura,TLX,12105,27323.0,FWD,3.5L V-6,3.5L FWD with Technology Package,White,Black,"Hazelwood, MO",1
2017,Acura,TLX,27808,,FWD,3.5L V-6,V6 FWD with Technology Package,Red,Unknown,"Cockeysville, MD",0
2017,Acura,TLX,71627,18633.0,FWD,2.4L Inline-4,I4 FWD,Gray,Black,"Tucson, AZ",0
2019,Acura,TLX,34146,24495.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Gray,Black,"Costa Mesa, CA",0
2019,Acura,TLX,30024,,FWD,2.4L Inline-4,2.4L FWD,Unknown,Unknown,"Palatine, IL",0
2016,Acura,TLX,66706,18988.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Black,"Chesterfield, MI",0
2016,Acura,TLX,50072,16899.0,FWD,3.5L V-6,V6 FWD,White,Black,"Montclair, CA",0
2020,Acura,TLX,3502,32999.0,FWD,2.4L Inline-4,2.4L FWD,White,Unknown,"Rochelle Park, NJ",0
2017,Acura,TLX,51406,17000.0,FWD,2.4L Inline-4,I4 FWD,White,Gray,"Gonzales, LA",1
2018,Acura,TLX,33429,24891.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Blue,Black,"Orlando, FL",0
2017,Acura,TLX,30939,16905.0,FWD,2.4L Inline-4,I4 FWD,Gray,Beige,"Elizabeth, NJ",1
2017,Acura,TLX,20328,18999.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,White,Black,"North Lauderdale, FL",1
2015,Acura,TLX,62059,15665.0,FWD,2.4L Inline-4,FWD with Technology Package,Gray,Black,"Selma, CA",0
2015,Acura,TLX,68374,14582.0,FWD,2.4L Inline-4,FWD,Unknown,Unknown,"Annapolis, MD",0
2020,Acura,TLX,26,37410.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Gray,Black,"Arlington, TX",0
2015,Acura,TLX,78724,11489.0,FWD,2.4L Inline-4,FWD with Technology Package,Silver,Brown,"Colorado Springs, CO",1
2017,Acura,TLX,89817,19000.0,FWD,3.5L V-6,V6 FWD with Technology Package,White,Brown,"Cartersville, GA",0
2017,Acura,TLX,39731,16899.0,FWD,2.4L Inline-4,I4 FWD,Black,Black,"West Covina, CA",1
2017,Acura,TLX,41986,18995.0,FWD,2.4L Inline-4,I4 FWD,White,Gray,"Charlotte, NC",0
2015,Acura,TLX,85890,15899.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Maroon,Unknown,"Akron, OH",0
2017,Acura,TLX,32741,24593.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Black,Black,"Merrillville, IN",0
2016,Acura,TLX,15323,22888.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Silver,Unknown,"Langhorne, PA",0
2015,Acura,TLX,94252,11995.0,FWD,2.4L Inline-4,FWD,White,Black,"Snellville, GA",1
2015,Acura,TLX,66325,16750.0,FWD,3.5L V-6,V6 FWD with Technology Package,Unknown,Unknown,"Sugar Land, TX",0
2015,Acura,TLX,48513,21822.0,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Brown,Unknown,"Sugar Land, TX",0
2020,Acura,TLX,26,37410.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Gray,Black,"Arlington, TX",0
2019,Acura,TLX,34146,24495.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,Gray,Black,"Costa Mesa, CA",0
2015,Acura,TLX,65556,16981.0,FWD,3.5L V-6,V6 FWD with Technology Package,Brown,Unknown,"Santa Ana, CA",1
2017,Acura,TLX,18377,,SH-AWD,3.5L V-6,V6 SH-AWD with Advance Package,Red,Black,"Boulder, CO",0
2015,Acura,TLX,46767,16499.0,FWD,2.4L Inline-4,FWD,Blue,Unknown,"Montclair, CA",0
2017,Acura,TLX,32959,20688.0,FWD,2.4L Inline-4,I4 FWD with Technology Package,Red,Beige,"Langhorne, PA",0
2016,Acura,TLX,66706,18988.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Black,Black,"Chesterfield, MI",0
2015,Acura,TLX,38912,17899.0,FWD,2.4L Inline-4,FWD with Technology Package,Black,Unknown,"Devon, PA",0
2015,Acura,TLX,38118,19590.0,FWD,3.5L V-6,V6 FWD with Technology Package,Gray,Black,"Rockville, MD",0
2020,Acura,TLX,3502,32999.0,FWD,2.4L Inline-4,2.4L FWD,White,Unknown,"Rochelle Park, NJ",0
2016,Acura,TLX,50072,16899.0,FWD,3.5L V-6,V6 FWD,White,Black,"Montclair, CA",0
2017,Acura,TLX,23306,20000.0,FWD,2.4L Inline-4,I4 FWD,Black,Gray,"St Louis, MO",0
2020,Acura,TLX,3352,31999.0,FWD,3.5L V-6,3.5L FWD,Gray,Black,"Tampa, FL",0
2015,Acura,TLX,49255,19900.0,FWD,3.5L V-6,V6 FWD with Advance Package,Silver,Black,"Paducah, KY",0
2017,Acura,TLX,28734,22875.0,FWD,3.5L V-6,V6 FWD with Technology Package,Black,Black,"Laurel, MD",0
2015,Acura,TLX,34575,18995.0,FWD,3.5L V-6,V6 FWD with Technology Package,Silver,Black,"Woodbury, NJ",0
2019,Acura,TLX,15083,30984.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Blue,Red,"Orlando, FL",0
2020,Acura,TLX,4920,37543.0,SH-AWD,3.5L V-6,3.5L SH-AWD with Technology Package,Black,Black,"Dallas, TX",0
2018,Acura,TLX,13917,23357.0,FWD,2.4L Inline-4,2.4L FWD,Silver,Unknown,"Chantilly, VA",0
2018,Acura,TLX,16737,26499.0,FWD,3.5L V-6,3.5L FWD,Black,Black,"Morton Grove, IL",1
2016,Acura,TLX,46872,17402.0,FWD,2.4L Inline-4,FWD with Technology Package,Black,Black,"Springfield, VA",0
2015,Acura,TLX,63286,,FWD,3.5L V-6,V6 FWD with Technology Package,Gray,Unknown,"Pensacola, FL",0
2017,Acura,TLX,39042,19950.0,FWD,3.5L V-6,V6 FWD,Gray,Black,"Temple Hills, MD",0
2019,Acura,TLX,7082,35495.0,FWD,3.5L V-6,3.5L FWD with A-Spec Package,Blue,Black,"Canton, CT",0
2019,Acura,TLX,4619,34707.0,FWD,3.5L V-6,3.5L FWD with Technology Package,Black,Beige,"Chantilly, VA",0
2019,Acura,TLX,26389,32767.0,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package,Blue,Red,"Fort Wright, KY",0
2016,Acura,TLX,38089,,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Silver,Unknown,"Philadelphia, PA",0
2017,Acura,TLX,38420,20891.0,FWD,3.5L V-6,V6 FWD,Black,Black,"Ardmore, PA",0
2015,Acura,TLX,43072,16991.0,SH-AWD,3.5L V-6,V6 SH-AWD with Technology Package,Gray,Black,"Orlando, FL",1
2016,Acura,TLX,41120,18800.0,FWD,3.5L V-6,V6 FWD,Silver,Gray,"Avon, IN",0
2015,Acura,TLX,67378,12900.0,FWD,3.5L V-6,V6 FWD with Advance Package,Blue,White,"Phoenix, AZ",1
2015,Acura,TLX,63259,17570.0,FWD,3.5L V-6,V6 FWD,Black,Unknown,"Fort Smith, AR",0
2015,Acura,TLX,98152,14449.0,FWD,3.5L V-6,V6 FWD with Technology Package,Brown,Beige,"Houston, TX",1
2020,Acura,TLX,4394,33988.0,FWD,2.4L Inline-4,2.4L FWD with Technology Package,White,Black,"Durham, NC",0
2017,Acura,TLX,32393,19977.0,FWD,3.5L V-6,V6 FWD with Technology Package,Brown,Beige,"Tampa, FL",1
