Year,Make,Model,Mileage,Price,Drive,Engine,Trim,Exterior_color,Interior_color,Location,Accidents
2020,Acura,TLX,0,43825,FWD,3.5L V-6,3.5L FWD with A-Spec Package,,,"Morton Grove, IL",0
2020,Acura,TLX,0,38095,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Chicago, IL",0
2020,Acura,TLX,0,38125,FWD,2.4L Inline-4,2.4L FWD with Technology Package,,,"Chicago, IL",0
2020,Acura,TLX,0,34025,FWD,2.4L Inline-4,2.4L FWD,,,"Chicago, IL",0
2020,Acura,TLX,0,40425,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package Red Leather,,,"Orland Park, IL",0
2020,Acura,TLX,0,41495,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Orland Park, IL",0
2020,Acura,TLX,0,40425,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package,,,"Orland Park, IL",0
2020,Acura,TLX,0,40425,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package,,,"Orland Park, IL",0
2020,Acura,TLX,0,40425,FWD,2.4L Inline-4,2.4L FWD with A-Spec Package,,,"Orland Park, IL",0
2020,Acura,TLX,0,37225,FWD,3.5L V-6,3.5L FWD,,,"Orland Park, IL",0
2020,Acura,TLX,0,41125,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Orland Park, IL",0
2020,Acura,TLX,0,37225,FWD,3.5L V-6,3.5L FWD,,,"Orland Park, IL",0
2020,Acura,TLX,0,41125,FWD,3.5L V-6,3.5L FWD with Technology Package,,,"Orland Park, IL",0
2020,Acura,TLX,0,37195,FWD,3.5L V-6,3.5L FWD,,,"Austin, TX",0
2020,Acura,TLX,0,37195,FWD,3.5L V-6,3.5L FWD,,,"Austin, TX",0
2020,Acura,TLX,0,37195,FWD,3.5L V-6,3.5L FWD,,,"Austin, TX",0
2020,Acura,TLX,0,37195,FWD,3.5L V-6,3.5L FWD,,,"Austin, TX",0
2020,Acura,TLX,0,37195,FWD,3.5L V-6,3.5L FWD,,,"Austin, TX",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,43795,FWD,3.5L V-6,3.5L FWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,46945,SH-AWD,3.5L V-6,3.5L SH-AWD with Advance Package,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
2019,Acura,TLX,0,45795,SH-AWD,3.5L V-6,3.5L SH-AWD with A-Spec Package Red Leather,,,"Colorado Springs, CO",0
